round,metric,weight,coverage,separation,consistency,consensus,uniqueness,committee_support
47,NPV,0.159718901,1.0,0.720082,0.833333,0.941249,0.320946,0.710669
47,Precision,0.147403793,1.0,0.720082,0.833333,0.483029,0.565235,0.696435
47,Recall,0.1597472485,1.0,0.720082,0.833333,0.822451,0.304824,0.684655
48,ACC,0.1239662807,1.0,0.816497,1.0,1.0,0.166667,0.671059
48,AUPRC,0.135612693,1.0,0.816497,1.0,1.0,0.166667,0.671059
48,BalancedAccuracy,0.1430226459,1.0,0.816497,1.0,1.0,0.166667,0.671059
48,ECE,0.1318397953,1.0,0.816497,1.0,1.0,0.166667,0.671059
48,NPV,0.156874374,1.0,0.816497,1.0,1.0,0.166667,0.671059
48,Precision,0.1489109851,1.0,0.816497,1.0,0.75,0.5,0.789218
48,Recall,0.159773226,1.0,0.816497,1.0,0.75,0.5,0.789218
49,ACC,0.1271098687,1.0,0.471405,0.5,0.933013,0.307114,0.583325
49,AUPRC,0.1325603686,1.0,0.272166,0.333333,0.25,0.633193,0.427994
49,BalancedAccuracy,0.1438794701,1.0,0.471405,0.5,0.933013,0.307114,0.583325
49,ECE,0.1361355102,1.0,0.720082,0.833333,0.972456,0.20069,0.651207
49,NPV,0.1581659394,1.0,0.720082,0.833333,0.972456,0.20069,0.651207
49,Precision,0.1411032637,1.0,0.720082,0.833333,0.027544,0.221786,0.325712
49,Recall,0.1610455794,1.0,0.816497,1.0,1.0,0.155536,0.661846
50,ACC,0.1312914002,1.0,0.471405,0.5,0.933013,0.637445,0.675054
50,AUPRC,0.135040551,1.0,0.720082,0.833333,0.594491,0.297894,0.638677
50,BalancedAccuracy,0.1426690356,1.0,0.272166,0.333333,1.0,0.594505,0.557665
50,ECE,0.1330976058,1.0,0.272166,0.333333,0.75,0.309041,0.461911
50,NPV,0.1573151507,1.0,0.720082,0.833333,0.594491,0.27755,0.629705
50,Precision,0.1407370229,1.0,0.816497,1.0,0.25,0.309041,0.575416
50,Recall,0.1598492338,1.0,0.720082,0.833333,0.594491,0.27755,0.629705
