round,metric,weight,coverage,separation,consistency,consensus,uniqueness,committee_support
4,Specificity,0.0878732135,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
5,ACC,0.0799759021,1.0,0.465293,0.68594,0.92533,0.312294,0.620833
5,AUPRC,0.082219738,1.0,0.496431,0.74613,0.942644,0.382803,0.668651
5,AUROC,0.0819839836,1.0,0.459984,0.675955,0.914313,0.434191,0.658093
5,BalancedAccuracy,0.0803752578,1.0,0.479268,0.712418,0.956936,0.358907,0.651382
5,BrierScore,0.0798095175,1.0,0.451359,0.660131,0.927339,0.309432,0.611492
5,ECE,0.0824767978,1.0,0.46845,0.691778,0.911916,0.323955,0.625481
5,F1-Score,0.0805994479,1.0,0.503947,0.761266,0.962384,0.343283,0.661583
5,MCC,0.0808935088,1.0,0.501567,0.75645,0.965145,0.338781,0.658756
5,NPV,0.08916071,1.0,0.572521,0.909873,0.661641,0.62268,0.735075
5,Precision,0.0868825062,1.0,0.519639,0.793602,0.849351,0.380552,0.668284
5,Recall,0.0882732594,1.0,0.565312,0.893822,0.598467,0.617934,0.714997
5,Specificity,0.0873493708,1.0,0.527472,0.810114,0.809191,0.402158,0.673967
6,ACC,0.0797531993,1.0,0.465156,0.68594,0.971013,0.296894,0.620501
6,AUPRC,0.0822167014,1.0,0.496431,0.74613,0.959896,0.324873,0.649415
6,AUROC,0.0816921874,1.0,0.459984,0.675955,0.950784,0.343361,0.632847
6,BalancedAccuracy,0.0801700102,1.0,0.479268,0.712418,0.981887,0.28343,0.624545
6,BrierScore,0.0794199167,1.0,0.451359,0.660131,0.973191,0.292915,0.610687
6,ECE,0.0822072802,1.0,0.46845,0.691778,0.914432,0.356365,0.637875
6,F1-Score,0.0806571453,1.0,0.503947,0.761266,0.979783,0.285006,0.639707
6,MCC,0.0808502131,1.0,0.501567,0.75645,0.981926,0.281269,0.636887
6,NPV,0.089938459,1.0,0.572521,0.909873,0.68968,0.634582,0.744014
6,Precision,0.0867934476,1.0,0.519639,0.793602,0.787441,0.453935,0.681872
6,Recall,0.0890427066,1.0,0.565426,0.893822,0.651561,0.658442,0.73658
6,Specificity,0.087258733,1.0,0.527472,0.810114,0.756526,0.468173,0.68548
7,ACC,0.07951662,1.0,0.465293,0.68594,0.92533,0.312294,0.620833
7,AUPRC,0.0824903415,1.0,0.496431,0.74613,0.942644,0.382803,0.668651
7,AUROC,0.0818503846,1.0,0.459984,0.675955,0.914313,0.434191,0.658093
7,BalancedAccuracy,0.0804255685,1.0,0.479268,0.712418,0.956936,0.358907,0.651382
7,BrierScore,0.079062419,1.0,0.451359,0.660131,0.927339,0.309432,0.611492
7,ECE,0.0817022165,1.0,0.46845,0.691778,0.911916,0.323955,0.625481
7,F1-Score,0.0810270643,1.0,0.503947,0.761266,0.962384,0.343283,0.661583
7,MCC,0.0811413202,1.0,0.501567,0.75645,0.965145,0.338781,0.658756
7,NPV,0.0903032933,1.0,0.572521,0.909873,0.661641,0.62268,0.735075
7,Precision,0.0864031142,1.0,0.519639,0.793602,0.849351,0.380552,0.668284
7,Recall,0.0891733969,1.0,0.565312,0.893822,0.598467,0.617934,0.714997
7,Specificity,0.0869042608,1.0,0.527472,0.810114,0.809191,0.402158,0.673967
8,ACC,0.0792997687,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
8,AUPRC,0.0822990462,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
8,AUROC,0.081678141,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
8,BalancedAccuracy,0.0801674863,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
8,BrierScore,0.0788361645,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
8,ECE,0.0815620113,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
8,F1-Score,0.0806679972,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
8,MCC,0.0809558991,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
8,NPV,0.0907745539,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
8,Precision,0.0867657896,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
8,Recall,0.0896783411,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
8,Specificity,0.0873148011,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
9,ACC,0.0791485599,1.0,0.465293,0.68594,0.92533,0.312294,0.620833
9,AUPRC,0.0825299437,1.0,0.496431,0.74613,0.942644,0.382803,0.668651
9,AUROC,0.081819437,1.0,0.459984,0.675955,0.914313,0.434191,0.658093
9,BalancedAccuracy,0.0803931873,1.0,0.479268,0.712418,0.956936,0.358907,0.651382
9,BrierScore,0.0785948232,1.0,0.451359,0.660131,0.927339,0.309432,0.611492
9,ECE,0.0811983211,1.0,0.46845,0.691778,0.911916,0.323955,0.625481
9,F1-Score,0.0809928605,1.0,0.503947,0.761266,0.962384,0.343283,0.661583
9,MCC,0.0811992445,1.0,0.501567,0.75645,0.965145,0.338781,0.658756
9,NPV,0.0909904022,1.0,0.572521,0.909873,0.661641,0.62268,0.735075
9,Precision,0.0864250513,1.0,0.519639,0.793602,0.849351,0.380552,0.668284
9,Recall,0.0897130854,1.0,0.565312,0.893822,0.598467,0.617934,0.714997
9,Specificity,0.0869950841,1.0,0.527472,0.810114,0.809191,0.402158,0.673967
10,ACC,0.0792366705,1.0,0.499134,0.752066,0.982558,0.271762,0.631254
10,AUPRC,0.0822021907,1.0,0.489149,0.731682,0.974834,0.285869,0.630627
10,AUROC,0.0814554573,1.0,0.474971,0.704162,0.974038,0.287233,0.62263
10,BalancedAccuracy,0.079996175,1.0,0.468815,0.692466,0.988769,0.261372,0.609187
10,BrierScore,0.0786842844,1.0,0.492283,0.737874,0.98279,0.271372,0.626967
10,ECE,0.0817272823,1.0,0.509343,0.772274,0.908628,0.396269,0.676443
10,F1-Score,0.0805958661,1.0,0.472445,0.699346,0.984594,0.268091,0.613927
10,MCC,0.080875379,1.0,0.48775,0.72893,0.989285,0.261239,0.620367
10,NPV,0.0909287691,1.0,0.547812,0.854145,0.741862,0.538268,0.714985
10,Precision,0.0869529563,1.0,0.551852,0.863089,0.738591,0.541207,0.717677
10,Recall,0.0898550178,1.0,0.551349,0.862158,0.680314,0.591209,0.718278
10,Specificity,0.0874899517,1.0,0.559234,0.879601,0.710242,0.553865,0.720009
11,ACC,0.0790765756,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
11,AUPRC,0.0820659062,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
11,AUROC,0.0813490026,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
11,BalancedAccuracy,0.0798171864,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
11,BrierScore,0.0785275728,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
11,ECE,0.0815990449,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
11,F1-Score,0.0803268956,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
11,MCC,0.0807416761,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
11,NPV,0.091274636,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
11,Precision,0.0872109125,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
11,Recall,0.0902242331,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
11,Specificity,0.0877863583,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
12,ACC,0.0789356921,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
12,AUPRC,0.0819459758,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
12,AUROC,0.0812553226,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
12,BalancedAccuracy,0.0796596764,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
12,BrierScore,0.0783896666,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
12,ECE,0.081486196,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
12,F1-Score,0.0800902016,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
12,MCC,0.0806240175,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
12,NPV,0.0915789989,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
12,Precision,0.0874379139,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
12,Recall,0.0905491425,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
12,Specificity,0.0880471961,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
13,ACC,0.0788117147,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
13,AUPRC,0.0818404371,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
13,AUROC,0.0811728841,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
13,BalancedAccuracy,0.0795210677,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
13,BrierScore,0.0782683091,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
13,ECE,0.081386889,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
13,F1-Score,0.0798819108,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
13,MCC,0.080520478,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
13,NPV,0.0918468383,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
13,Precision,0.0876376751,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
13,Recall,0.0908350628,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
13,Specificity,0.0882767333,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
14,ACC,0.0788388058,1.0,0.52824,0.811908,0.942717,0.304409,0.657712
14,AUPRC,0.0819665018,1.0,0.558623,0.878225,0.950008,0.335041,0.689779
14,AUROC,0.0817353266,1.0,0.578164,0.922945,0.926438,0.376637,0.714485
14,BalancedAccuracy,0.0798996441,1.0,0.564405,0.891297,0.958935,0.319526,0.687989
14,BrierScore,0.0784203384,1.0,0.531345,0.818369,0.938742,0.311128,0.661854
14,ECE,0.0811363237,1.0,0.517001,0.788098,0.923988,0.332361,0.659887
14,F1-Score,0.0798627317,1.0,0.537102,0.830753,0.97145,0.296454,0.663409
14,MCC,0.0806441787,1.0,0.564707,0.891985,0.972776,0.293748,0.678631
14,NPV,0.0918294704,1.0,0.587545,0.94496,0.724833,0.64301,0.763101
14,Precision,0.087280369,1.0,0.585506,0.940144,0.873425,0.360957,0.704501
14,Recall,0.090448914,1.0,0.574866,0.915978,0.612274,0.639091,0.729108
14,Specificity,0.087937396,1.0,0.591025,0.953216,0.834194,0.386795,0.711065
15,ACC,0.0787264547,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
15,AUPRC,0.0818585,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
15,AUROC,0.0815952876,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
15,BalancedAccuracy,0.0797322392,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
15,BrierScore,0.0782953003,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
15,ECE,0.0810790013,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
15,F1-Score,0.0796817373,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
15,MCC,0.0805382198,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
15,NPV,0.0920672532,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
15,Precision,0.0874990356,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
15,Recall,0.0907468617,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
15,Specificity,0.0881801093,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
16,ACC,0.0788561678,1.0,0.610053,1.0,0.974706,0.271956,0.694621
16,AUPRC,0.0819414684,1.0,0.610368,1.0,0.938621,0.334214,0.718491
16,AUROC,0.0817238907,1.0,0.610368,1.0,0.936881,0.337217,0.71951
16,BalancedAccuracy,0.0796803187,1.0,0.610368,1.0,0.980661,0.261677,0.690201
16,BrierScore,0.0786405991,1.0,0.610368,1.0,0.957819,0.301092,0.706505
16,ECE,0.081810955,1.0,0.610368,1.0,0.851985,0.48367,0.758778
16,F1-Score,0.0798471109,1.0,0.610368,1.0,0.959288,0.298546,0.705522
16,MCC,0.0802741137,1.0,0.610368,1.0,0.991158,0.243575,0.681826
16,NPV,0.0912230026,1.0,0.610368,1.0,0.875642,0.415446,0.740093
16,Precision,0.0876130856,1.0,0.610368,1.0,0.76698,0.577595,0.769839
16,Recall,0.0901835575,1.0,0.610053,1.0,0.779197,0.495827,0.748978
16,Specificity,0.0882057298,1.0,0.610368,1.0,0.731303,0.603863,0.769353
17,ACC,0.0787713961,1.0,0.528119,0.811908,0.971648,0.274961,0.648341
17,AUPRC,0.0819611152,1.0,0.558623,0.878225,0.950276,0.314528,0.681156
17,AUROC,0.0820259589,1.0,0.578164,0.922945,0.940409,0.332245,0.698876
17,BalancedAccuracy,0.0797761765,1.0,0.564405,0.891297,0.974654,0.270604,0.667666
17,BrierScore,0.0787186895,1.0,0.531345,0.818369,0.959017,0.295363,0.657812
17,ECE,0.0818343157,1.0,0.517001,0.788098,0.898547,0.398093,0.68033
17,F1-Score,0.0797060431,1.0,0.537102,0.830753,0.973333,0.272696,0.65267
17,MCC,0.0801770547,1.0,0.564707,0.891985,0.986044,0.250721,0.659255
17,NPV,0.0910280114,1.0,0.587545,0.94496,0.804938,0.507757,0.743318
17,Precision,0.0876645469,1.0,0.585506,0.940144,0.815244,0.463249,0.730408
17,Recall,0.0900779338,1.0,0.574866,0.915978,0.699208,0.606261,0.740873
17,Specificity,0.0882587583,1.0,0.591025,0.953216,0.777453,0.491185,0.735433
18,ACC,0.0786967969,1.0,0.528119,0.811908,0.971648,0.274961,0.648341
18,AUPRC,0.0819784044,1.0,0.558623,0.878225,0.950276,0.314528,0.681156
18,AUROC,0.0822917788,1.0,0.578164,0.922945,0.940409,0.332245,0.698876
18,BalancedAccuracy,0.0798605314,1.0,0.564405,0.891297,0.974654,0.270604,0.667666
18,BrierScore,0.078787409,1.0,0.531345,0.818369,0.959017,0.295363,0.657812
18,ECE,0.0818548731,1.0,0.517001,0.788098,0.898547,0.398093,0.68033
18,F1-Score,0.0795819034,1.0,0.537102,0.830753,0.973333,0.272696,0.65267
18,MCC,0.0800916428,1.0,0.564707,0.891985,0.986044,0.250721,0.659255
18,NPV,0.0908564191,1.0,0.587545,0.94496,0.804938,0.507757,0.743318
18,Precision,0.0877098328,1.0,0.585506,0.940144,0.815244,0.463249,0.730408
18,Recall,0.089984985,1.0,0.574866,0.915978,0.699208,0.606261,0.740873
18,Specificity,0.0883054233,1.0,0.591025,0.953216,0.777453,0.491185,0.735433
19,ACC,0.0786014869,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
19,AUPRC,0.0818689742,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
19,AUROC,0.0820849656,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
19,BalancedAccuracy,0.07969782,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
19,BrierScore,0.0786183225,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
19,ECE,0.0817113248,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
19,F1-Score,0.0794346085,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
19,MCC,0.0800519882,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
19,NPV,0.091210968,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
19,Precision,0.0878769638,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
19,Recall,0.0903386042,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
19,Specificity,0.0885039733,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
20,ACC,0.0785176141,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
20,AUPRC,0.0817726757,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
20,AUROC,0.08190297,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
20,BalancedAccuracy,0.079554634,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
20,BrierScore,0.0784695263,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
20,ECE,0.0815850023,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
20,F1-Score,0.0793049889,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
20,MCC,0.0800170922,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
20,NPV,0.0915229711,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
20,Precision,0.088024039,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
20,Recall,0.0906497891,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
20,Specificity,0.0886786973,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
21,ACC,0.078681316,1.0,0.499134,0.752066,0.982558,0.271762,0.631254
21,AUPRC,0.0815362491,1.0,0.489149,0.731682,0.974834,0.285869,0.630627
21,AUROC,0.0815294708,1.0,0.474971,0.704162,0.974038,0.287233,0.62263
21,BalancedAccuracy,0.0792587984,1.0,0.468815,0.692466,0.988769,0.261372,0.609187
21,BrierScore,0.0785738992,1.0,0.492283,0.737874,0.98279,0.271372,0.626967
21,ECE,0.0820668287,1.0,0.509343,0.772274,0.908628,0.396269,0.676443
21,F1-Score,0.0791110893,1.0,0.472445,0.699346,0.984594,0.268091,0.613927
21,MCC,0.0798355338,1.0,0.48775,0.72893,0.989285,0.261239,0.620367
21,NPV,0.0913975151,1.0,0.547812,0.854145,0.741862,0.538268,0.714985
21,Precision,0.0883593339,1.0,0.551852,0.863089,0.738591,0.541207,0.717677
21,Recall,0.0906791204,1.0,0.551349,0.862158,0.680314,0.591209,0.718278
21,Specificity,0.0889708454,1.0,0.559234,0.879601,0.710242,0.553865,0.720009
22,ACC,0.078724055,1.0,0.52824,0.811908,0.942717,0.304409,0.657712
22,AUPRC,0.0816988163,1.0,0.558623,0.878225,0.950008,0.335041,0.689779
22,AUROC,0.0820491228,1.0,0.578164,0.922945,0.926438,0.376637,0.714485
22,BalancedAccuracy,0.0796688472,1.0,0.564405,0.891297,0.958935,0.319526,0.687989
22,BrierScore,0.0786892576,1.0,0.531345,0.818369,0.938742,0.311128,0.661854
22,ECE,0.0817346706,1.0,0.517001,0.788098,0.923988,0.332361,0.659887
22,F1-Score,0.0791844087,1.0,0.537102,0.830753,0.97145,0.296454,0.663409
22,MCC,0.0800414278,1.0,0.564707,0.891985,0.972776,0.293748,0.678631
22,NPV,0.091434066,1.0,0.587545,0.94496,0.724833,0.64301,0.763101
22,Precision,0.0879154287,1.0,0.585506,0.940144,0.873425,0.360957,0.704501
22,Recall,0.0903116846,1.0,0.574866,0.915978,0.612274,0.639091,0.729108
22,Specificity,0.0885482146,1.0,0.591025,0.953216,0.834194,0.386795,0.711065
23,ACC,0.0786551368,1.0,0.528119,0.811908,0.971648,0.274961,0.648341
23,AUPRC,0.0817475814,1.0,0.558623,0.878225,0.950276,0.314528,0.681156
23,AUROC,0.0823121631,1.0,0.578164,0.922945,0.940409,0.332245,0.698876
23,BalancedAccuracy,0.0797660816,1.0,0.564405,0.891297,0.974654,0.270604,0.667666
23,BrierScore,0.078761509,1.0,0.531345,0.818369,0.959017,0.295363,0.657812
23,ECE,0.0817671854,1.0,0.517001,0.788098,0.898547,0.398093,0.68033
23,F1-Score,0.0791228651,1.0,0.537102,0.830753,0.973333,0.272696,0.65267
23,MCC,0.0799722911,1.0,0.564707,0.891985,0.986044,0.250721,0.659255
23,NPV,0.0912137472,1.0,0.587545,0.94496,0.804938,0.507757,0.743318
23,Precision,0.0879306088,1.0,0.585506,0.940144,0.815244,0.463249,0.730408
23,Recall,0.0901906857,1.0,0.574866,0.915978,0.699208,0.606261,0.740873
23,Specificity,0.0885601449,1.0,0.591025,0.953216,0.777453,0.491185,0.735433
24,ACC,0.078802336,1.0,0.499134,0.752066,0.982558,0.271762,0.631254
24,AUPRC,0.081514166,1.0,0.489149,0.731682,0.974834,0.285869,0.630627
24,AUROC,0.0818895607,1.0,0.474971,0.704162,0.974038,0.287233,0.62263
24,BalancedAccuracy,0.0794448722,1.0,0.468815,0.692466,0.988769,0.261372,0.609187
24,BrierScore,0.0788308439,1.0,0.492283,0.737874,0.98279,0.271372,0.626967
24,ECE,0.0822271498,1.0,0.509343,0.772274,0.908628,0.396269,0.676443
24,F1-Score,0.0789508204,1.0,0.472445,0.699346,0.984594,0.268091,0.613927
24,MCC,0.0797961089,1.0,0.48775,0.72893,0.989285,0.261239,0.620367
24,NPV,0.0911253981,1.0,0.547812,0.854145,0.741862,0.538268,0.714985
24,Precision,0.0882771153,1.0,0.551852,0.863089,0.738591,0.541207,0.717677
24,Recall,0.0902751093,1.0,0.551349,0.862158,0.680314,0.591209,0.718278
24,Specificity,0.0888665193,1.0,0.559234,0.879601,0.710242,0.553865,0.720009
25,ACC,0.0786943613,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
25,AUPRC,0.0814604445,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
25,AUROC,0.0817310137,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
25,BalancedAccuracy,0.07933204,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
25,BrierScore,0.0786565452,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
25,ECE,0.0820389283,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
25,F1-Score,0.0788792554,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
25,MCC,0.0797919184,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
25,NPV,0.0914476695,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
25,Precision,0.0883761724,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
25,Recall,0.0905939136,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
25,Specificity,0.0889977378,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
26,ACC,0.0785993435,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
26,AUPRC,0.0814131695,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
26,AUROC,0.0815914923,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
26,BalancedAccuracy,0.0792327476,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
26,BrierScore,0.0785031623,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
26,ECE,0.0818732934,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
26,F1-Score,0.0788162782,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
26,MCC,0.0797882308,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
26,NPV,0.0917312684,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
26,Precision,0.0884633426,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
26,Recall,0.0908744614,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
26,Specificity,0.08911321,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
27,ACC,0.0786519192,1.0,0.52824,0.811908,0.942717,0.304409,0.657712
27,AUPRC,0.0815905064,1.0,0.558623,0.878225,0.950008,0.335041,0.689779
27,AUROC,0.0821037018,1.0,0.578164,0.922945,0.926438,0.376637,0.714485
27,BalancedAccuracy,0.0796459224,1.0,0.564405,0.891297,0.958935,0.319526,0.687989
27,BrierScore,0.0786270092,1.0,0.531345,0.818369,0.938742,0.311128,0.661854
27,ECE,0.0815643595,1.0,0.517001,0.788098,0.923988,0.332361,0.659887
27,F1-Score,0.0789249749,1.0,0.537102,0.830753,0.97145,0.296454,0.663409
27,MCC,0.0799998011,1.0,0.564707,0.891985,0.972776,0.293748,0.678631
27,NPV,0.0917277689,1.0,0.587545,0.94496,0.724833,0.64301,0.763101
27,Precision,0.0880069564,1.0,0.585506,0.940144,0.873425,0.360957,0.704501
27,Recall,0.0904835847,1.0,0.574866,0.915978,0.612274,0.639091,0.729108
27,Specificity,0.0886734955,1.0,0.591025,0.953216,0.834194,0.386795,0.711065
28,ACC,0.0785619945,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
28,AUPRC,0.081527624,1.0,0.461097,0.678019,0.960556,0.319393,0.625715
28,AUROC,0.0819194578,1.0,0.446602,0.651531,0.952656,0.335512,0.62187
28,BalancedAccuracy,0.0795089641,1.0,0.444685,0.648091,0.977373,0.290005,0.605941
28,BrierScore,0.0784771706,1.0,0.421809,0.608187,0.96371,0.307379,0.597248
28,ECE,0.0814556729,1.0,0.432213,0.626075,0.916758,0.37701,0.622567
28,F1-Score,0.0788565114,1.0,0.443338,0.645683,0.976333,0.289495,0.604782
28,MCC,0.0799711676,1.0,0.466806,0.688682,0.981212,0.280361,0.61564
28,NPV,0.0919777559,1.0,0.547968,0.854489,0.732154,0.580604,0.724084
28,Precision,0.0881384325,1.0,0.521935,0.798418,0.780563,0.473012,0.687742
28,Recall,0.090777372,1.0,0.539325,0.835979,0.657721,0.640339,0.717298
28,Specificity,0.0888278768,1.0,0.53279,0.821465,0.742818,0.496473,0.69436
29,ACC,0.0784828607,1.0,0.431422,0.624958,0.96685,0.301524,0.601294
